N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,Gonzalez2GMM,0,0.002,186691.387728212,186735.855183863,186938.352528624,186877.630205411,187063.95382775,187686.42637938,63894.5637694674,50,0.755,186211.747682511,186294.264784474,186335.311237137,186356.364148322,186374.859306275,186429.334849188,3738.42348439997
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,Alt_AdaptMean+Means2GMM_i,0,0.0286666666666666,187271.407146452,187808.747826692,188047.30693559,188039.227667293,188232.203147034,189060.79110797,132662.303142598,50,0.782888888888889,186146.611766423,186178.595351816,186196.856531396,186196.295550377,186205.16209429,186267.457612439,654.540356004793
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,Alt_AdaptMean+Means2GMM_f0.5,0,0.032,187579.926694444,188087.784390671,188295.880482206,188295.970218781,188555.335749766,188785.096593333,99141.4226759039,50,0.855666666666667,186128.429794301,186189.092831612,186214.824564834,186217.324684371,186234.468383992,186282.462589493,1336.44680034037
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,AgglomerativeInit__sample0.1,0,0.423666666666667,189615.147162635,190204.260178083,190905.402340455,190966.62647006,191212.48165353,192698.175940917,649028.66315414,50,1.25833333333333,186162.878752039,186236.879825114,186266.403009841,186267.930059965,186296.03808139,186344.166336294,1732.58072113798
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.00866666666666667,187015.858323783,187240.365141199,187328.061445503,187329.60201186,187403.369232058,187660.449163144,18027.5803372899,50,0.494333333333334,186159.274061815,186199.744720003,186235.49864752,186234.658576443,186258.463921426,186344.292422987,2073.30823475669
10000,3,10,10,0,0.5,0,50,50,2,2,UN,2,GonzalezKwedlo_.*_sample0.1_,0,0.00166666666666667,3803401.08436449,4567188.01991434,5891817.5754054,5348124.3014102,6258801.33164178,11036675.8837709,3754209642061.09,50,0.479555555555556,186211.740908645,186282.373310769,186339.925894944,186357.7158315,186384.7899404,186479.965538124,5012.41492914138
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,UniformMeans2GMM,0,0.00333333333333333,195063.389487281,195512.521705213,195964.366484035,195959.370519205,196232.252623317,197485.830004537,319563.274435776,50,0.757222222222223,192228.258490492,192297.269310876,192333.10548105,192329.957144778,192371.293086779,192452.966347998,2523.71918940772
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,AdaptiveMeans2GMM,0,0.00433333333333334,194027.977493604,194524.722117119,194955.178384854,194899.359870645,195524.692843423,196053.974040041,309839.742388308,50,0.761555555555556,192237.671594141,192315.372214569,192382.020558674,192344.815743379,192424.192935539,192693.48075967,12397.9793770085
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,Gonzalez2GMM,0,0.00266666666666667,194564.550136361,194873.849246566,195233.479366305,195281.617939975,195520.42909605,195797.141760477,123410.974077439,50,0.755555555555556,192380.381758218,192559.74444275,192695.898554039,192707.789287991,192847.586559421,192986.234009211,24427.6860315948
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,Alt_AdaptMean+Means2GMM_i,0,0.0286666666666666,193589.678476434,194313.652086983,194699.694354329,194631.097000808,195271.002937527,195897.28345475,354327.315432445,50,0.781111111111112,192229.313181753,192286.40257798,192328.910189827,192320.372170036,192350.1529235,192524.636511581,3979.00777723388
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,Alt_AdaptMean+Means2GMM_f0.5,0,0.0293333333333333,194341.566358938,194700.77035326,194971.777901607,194913.46772983,195205.015162091,195892.922197237,112537.157420277,50,0.835444444444445,192234.795156984,192284.671164036,192335.244564282,192321.559899194,192355.445901482,192544.934763371,4361.13467880513
10000,3,10,10,0,0.5,0,50,50,2,2,UN,3,AgglomerativeInit__sample0.1,0,0.428333333333334,196528.786331487,197066.951101941,197741.712709933,197790.318262412,198189.117996185,199682.230075332,627054.862326337,50,1.27966666666667,192329.702029802,192399.917615303,192442.689456931,192437.86047012,192469.876855652,192664.578379755,3995.22746226736
