N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezKwedlo_.*_sample0.1_,0,0.00233333333333333,3239129.75411937,3790864.5790283,4514040.53939197,4542970.64402329,4887267.19606108,6470426.130539,687794982219.452,50,0.807666666666667,179402.276073293,179495.196940469,179597.037359839,179588.471487406,179639.690097031,179992.155638384,18953.1581844674
10000,3,10,10,0.5,1,0,50,50,1,1,UN,16,GonzalezKwedlo_.*_sample1_,0,0.0166666666666667,3705178.21733199,4555167.14332271,5757598.74701095,5562149.29171367,6799424.32735286,10274139.1333373,2161601425836.47,50,0.82188888888889,179428.386754913,179485.030957797,179570.30726071,179593.067251586,179628.260028607,179711.477237262,7451.0910532402
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,UniformMeans2GMM,0,0.00266666666666667,181863.081370577,182688.036224474,182854.448254315,182763.100167119,182979.099506099,184492.686132168,200686.691628994,50,0.786888888888889,179916.771955889,179977.089686016,180034.847562624,180026.361402736,180059.436270096,180246.796763661,6584.53141689351
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,AdaptiveMeans2GMM,0,0.00233333333333333,180934.567777859,181831.880816689,182107.122880445,182054.912905475,182416.918539508,183367.10122875,266896.137336304,50,0.784222222222222,179917.302961565,179965.849837702,180026.893440701,179992.331825622,180039.744201289,180396.225079344,12515.4906805539
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,Gonzalez2GMM,0,0.00266666666666667,181943.997591076,182845.935825946,183235.208531619,183104.204473705,183722.118660983,184546.205599601,499310.355068141,50,0.785777777777778,179983.670010484,180090.752086227,180194.030777141,180211.258157724,180330.238262387,180377.277128701,16961.3093465872
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,Alt_AdaptMean+Means2GMM_i,0,0.029,180986.042015374,181719.529583541,181891.70667084,181907.035654485,182141.557412447,182681.327430144,162279.223448565,50,0.808777777777778,179922.175214178,179942.213318597,179972.832936706,179969.92576833,180003.897118952,180039.826994842,1055.74951826721
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,Alt_AdaptMean+Means2GMM_f0.9,0,0.0296666666666666,181048.113680393,181651.892949103,182023.530738049,182001.774201645,182373.776286254,182991.849119454,223101.182190085,50,0.833222222222223,179916.761118759,179962.025005936,179981.388042619,179978.294584683,179997.583087318,180057.896484903,989.395618341692
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,Alt_AdaptMean+Means2GMM_f0.7,0,0.03,181337.444159798,181766.838088237,182048.619188367,181992.308574881,182403.974171104,182666.269916593,144084.032854585,50,0.836,179903.27022016,179947.649103688,179977.874097664,179977.733157044,180007.995346807,180038.546527168,1288.72996734033
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,Alt_AdaptMean+Means2GMM_f0.5,0,0.0296666666666666,181691.244142776,181957.180143705,182255.523376372,182172.538355453,182428.522441,183259.589820372,166755.786379076,50,0.832444444444445,179925.121261851,179972.443966233,180001.521407948,179992.328377718,180022.222061712,180180.344772057,2474.84469682153
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,AgglomerativeInit__sample0.1,0,0.415666666666666,183222.690028312,184354.436898249,184792.897215125,184800.385571105,185201.951801372,186088.791693331,529472.395387592,50,1.23188888888889,179916.754633977,179992.953120168,180037.416664119,180035.8921659,180073.126944815,180217.1513714,3990.62970059136
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezForGMM_.*_2gmm1_sample1,0,0.0296666666666666,181468.813238693,181468.813238693,181468.813238693,181468.813238693,181468.813238693,181468.813238693,0,50,0.810777777777778,180280.69570055,180280.69570055,180280.69570055,180280.69570055,180280.69570055,180280.69570055,0
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezForGMM_.*_2gmm1_sample0.1,0,0.0176666666666667,180664.477717446,180776.89425821,181033.717574277,181019.221981028,181214.156298864,181679.124647577,76033.8770427069,50,0.801,179907.474369829,179939.055914864,179995.28240047,179974.799176971,180040.625585595,180124.148645051,4133.39424422519
